epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,1337.32,0.6041,0.449,1.10595,0.95802,0.95891,0.97741,0.85097,0.5846,0.35313,1.16164,0.000141614,0.000141614,0.000141614
184,1344.44,0.59364,0.45894,1.10684,0.95146,0.95779,0.97521,0.8411,0.59832,0.36526,1.17811,0.00013454,0.00013454,0.00013454
185,1351.72,0.59956,0.46096,1.10352,0.95359,0.95416,0.97805,0.84929,0.59132,0.35764,1.16872,0.000127467,0.000127467,0.000127467
186,1358.89,0.58144,0.45035,1.09284,0.94585,0.95551,0.97397,0.84526,0.58637,0.36028,1.16224,0.000120393,0.000120393,0.000120393
187,1366.01,0.59535,0.45074,1.10137,0.94571,0.95362,0.97439,0.84764,0.57528,0.36615,1.14994,0.00011332,0.00011332,0.00011332
188,1373.46,0.61428,0.46808,1.12093,0.94859,0.95387,0.97595,0.85105,0.58065,0.3514,1.15394,0.000106246,0.000106246,0.000106246
189,1380.55,0.59955,0.46008,1.10839,0.96104,0.96564,0.98031,0.85428,0.57891,0.34134,1.15694,9.91726e-05,9.91726e-05,9.91726e-05
190,1388.15,0.59733,0.46095,1.1084,0.94992,0.95665,0.97309,0.84573,0.5805,0.35709,1.15732,9.20991e-05,9.20991e-05,9.20991e-05
191,1398.13,0.37369,0.24499,0.97209,0.9434,0.95182,0.96842,0.83931,0.58053,0.38225,1.16134,8.50255e-05,8.50255e-05,8.50255e-05
192,1405.2,0.36765,0.23967,0.97108,0.95323,0.95878,0.97072,0.84106,0.58895,0.35969,1.17151,7.7952e-05,7.7952e-05,7.7952e-05
193,1412.39,0.3596,0.22432,0.9562,0.96037,0.96292,0.9725,0.83779,0.59651,0.34476,1.17247,7.08784e-05,7.08784e-05,7.08784e-05
194,1419.43,0.36559,0.22336,0.96228,0.9558,0.95832,0.97336,0.84239,0.58718,0.34254,1.16537,6.38049e-05,6.38049e-05,6.38049e-05
195,1426.63,0.35683,0.21544,0.96131,0.95436,0.95465,0.9744,0.84798,0.57975,0.34498,1.15866,5.67313e-05,5.67313e-05,5.67313e-05
196,1433.76,0.34707,0.20954,0.93777,0.9435,0.9657,0.97327,0.84447,0.5857,0.35552,1.16499,4.96578e-05,4.96578e-05,4.96578e-05
197,1441.12,0.34699,0.21973,0.94189,0.94566,0.95628,0.9699,0.84227,0.58748,0.37116,1.16952,4.25842e-05,4.25842e-05,4.25842e-05
198,1448.31,0.34486,0.2143,0.95351,0.94452,0.95683,0.96924,0.84168,0.59556,0.37061,1.17474,3.55107e-05,3.55107e-05,3.55107e-05
199,1455.32,0.35159,0.21395,0.95576,0.94401,0.96265,0.97011,0.84265,0.59137,0.36403,1.17049,2.84371e-05,2.84371e-05,2.84371e-05
200,1462.64,0.3367,0.20867,0.94019,0.95889,0.94711,0.97269,0.84601,0.58887,0.35872,1.1697,2.13636e-05,2.13636e-05,2.13636e-05
