epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,2226.69,0.78852,0.71933,1.37578,0.89178,0.91389,0.94439,0.79518,0.62824,0.49471,1.23812,0.0064558,0.0064558,0.0064558
181,2239.08,0.7956,0.73366,1.38146,0.90693,0.89439,0.94242,0.78209,0.66941,0.49978,1.28547,0.006436,0.006436,0.006436
182,2251.29,0.79365,0.70689,1.37223,0.88598,0.89419,0.94362,0.79931,0.62859,0.49317,1.2288,0.0064162,0.0064162,0.0064162
183,2263.51,0.79353,0.70754,1.37618,0.77548,0.78202,0.84604,0.6278,0.91399,0.94125,1.50465,0.0063964,0.0063964,0.0063964
184,2275.76,0.78872,0.71717,1.37019,0.90829,0.93058,0.95186,0.8005,0.63897,0.47796,1.2422,0.0063766,0.0063766,0.0063766
185,2287.94,0.79161,0.71019,1.36331,0.93616,0.90257,0.95101,0.79496,0.66085,0.46838,1.23247,0.0063568,0.0063568,0.0063568
186,2300.08,0.77511,0.69936,1.353,0.87305,0.91575,0.95869,0.81389,0.6172,0.51862,1.23045,0.006337,0.006337,0.006337
187,2312.28,0.79022,0.68791,1.37548,0.92356,0.93038,0.95862,0.81371,0.6096,0.43759,1.21573,0.0063172,0.0063172,0.0063172
188,2324.49,0.8097,0.72663,1.39343,0.92313,0.91851,0.96234,0.80398,0.65338,0.44193,1.24468,0.0062974,0.0062974,0.0062974
189,2336.92,0.79058,0.71614,1.37223,0.90989,0.94864,0.96184,0.81743,0.60726,0.4435,1.20768,0.0062776,0.0062776,0.0062776
190,2349.06,0.79939,0.73218,1.38009,0.88416,0.88993,0.94337,0.79308,0.63654,0.53661,1.24337,0.0062578,0.0062578,0.0062578
191,2361.2,0.77716,0.71118,1.36244,0.91828,0.91971,0.96126,0.81609,0.6324,0.44278,1.22866,0.006238,0.006238,0.006238
192,2373.29,0.79444,0.70675,1.377,0.91981,0.90608,0.9506,0.80825,0.62545,0.4872,1.22981,0.0062182,0.0062182,0.0062182
193,2385.37,0.76441,0.69891,1.35066,0.92624,0.92536,0.96712,0.82583,0.60636,0.42469,1.20595,0.0061984,0.0061984,0.0061984
194,2397.48,0.78818,0.7159,1.36049,0.92972,0.92176,0.95451,0.80871,0.62428,0.45537,1.22851,0.0061786,0.0061786,0.0061786
195,2409.67,0.77448,0.69374,1.35235,0.90426,0.90579,0.94943,0.79373,0.65278,0.50661,1.26056,0.0061588,0.0061588,0.0061588
196,2421.85,0.79902,0.70406,1.38049,0.8565,0.88191,0.92592,0.75742,0.71722,0.6108,1.31799,0.006139,0.006139,0.006139
197,2433.96,0.78269,0.70778,1.35804,0.90598,0.91392,0.94494,0.79471,0.63394,0.51047,1.23326,0.0061192,0.0061192,0.0061192
198,2446.21,0.79567,0.73218,1.36957,0.9138,0.94372,0.95563,0.80746,0.61192,0.46375,1.21811,0.0060994,0.0060994,0.0060994
199,2458.31,0.77649,0.69866,1.35966,0.90328,0.92774,0.95313,0.80942,0.6028,0.45768,1.2099,0.0060796,0.0060796,0.0060796
200,2470.44,0.76981,0.69045,1.34731,0.91757,0.93884,0.95851,0.82442,0.59106,0.4451,1.20164,0.0060598,0.0060598,0.0060598
201,2482.62,0.78528,0.68761,1.36027,0.93613,0.91862,0.95855,0.82659,0.59259,0.44048,1.19513,0.00604,0.00604,0.00604
202,2494.86,0.78102,0.67565,1.35493,0.79049,0.74632,0.82214,0.58808,1.01394,0.92349,1.60164,0.0060202,0.0060202,0.0060202
203,2507.03,0.77455,0.6733,1.36255,0.92596,0.93225,0.96288,0.82384,0.61506,0.43509,1.21311,0.0060004,0.0060004,0.0060004
204,2519.09,0.78086,0.68489,1.35506,0.90918,0.90116,0.94027,0.78749,0.64224,0.51727,1.23615,0.0059806,0.0059806,0.0059806
205,2531.45,0.78588,0.68679,1.36661,0.85494,0.94462,0.93586,0.7802,0.64221,0.47846,1.24557,0.0059608,0.0059608,0.0059608
206,2543.56,0.76899,0.70673,1.3491,0.93288,0.90724,0.9523,0.81742,0.59504,0.46106,1.21204,0.005941,0.005941,0.005941
207,2555.77,0.77476,0.69287,1.35339,0.8806,0.88424,0.92514,0.78534,0.62715,0.52044,1.23356,0.0059212,0.0059212,0.0059212
208,2567.88,0.76685,0.67727,1.36545,0.88434,0.89569,0.93978,0.79577,0.61979,0.52613,1.2119,0.0059014,0.0059014,0.0059014
209,2580,0.78237,0.69874,1.36228,0.89461,0.90627,0.94762,0.80653,0.61801,0.48892,1.20704,0.0058816,0.0058816,0.0058816
210,2592.15,0.79245,0.70991,1.36987,0.92107,0.89604,0.94644,0.80578,0.62284,0.51792,1.22932,0.0058618,0.0058618,0.0058618
211,2604.3,0.77603,0.68607,1.35654,0.92433,0.91957,0.96182,0.8306,0.59434,0.44907,1.19504,0.005842,0.005842,0.005842
212,2616.47,0.76868,0.67641,1.34683,0.89866,0.90031,0.93671,0.79676,0.60503,0.48968,1.19703,0.0058222,0.0058222,0.0058222
213,2628.79,0.77108,0.67689,1.35047,0.90563,0.93497,0.95426,0.81163,0.60632,0.45194,1.19721,0.0058024,0.0058024,0.0058024
214,2640.94,0.76429,0.67897,1.3495,0.83944,0.91303,0.92529,0.76756,0.68146,0.57254,1.27778,0.0057826,0.0057826,0.0057826
215,2653.07,0.76555,0.66249,1.33926,0.93107,0.93482,0.96066,0.82924,0.59205,0.42816,1.19297,0.0057628,0.0057628,0.0057628
216,2665.14,0.76583,0.66359,1.34984,0.88561,0.8955,0.93695,0.8089,0.58336,0.51521,1.18512,0.005743,0.005743,0.005743
217,2677.26,0.76611,0.69099,1.34635,0.91888,0.93029,0.95436,0.82658,0.59821,0.44873,1.19596,0.0057232,0.0057232,0.0057232
218,2689.42,0.76429,0.67926,1.35578,0.82148,0.81727,0.8711,0.63321,0.92906,0.76732,1.54103,0.0057034,0.0057034,0.0057034
219,2701.5,0.77472,0.68403,1.35531,0.86758,0.87982,0.93279,0.78853,0.62522,0.55004,1.23862,0.0056836,0.0056836,0.0056836
220,2713.95,0.75445,0.6691,1.34405,0.85784,0.90345,0.92913,0.79153,0.62821,0.55457,1.22394,0.0056638,0.0056638,0.0056638
221,2726.1,0.7535,0.66677,1.34195,0.9175,0.93313,0.95243,0.82054,0.59466,0.44576,1.20624,0.005644,0.005644,0.005644
222,2738.21,0.74378,0.6629,1.31929,0.91967,0.937,0.96003,0.82624,0.59369,0.4247,1.20432,0.0056242,0.0056242,0.0056242
223,2750.33,0.75371,0.66895,1.33836,0.92881,0.93646,0.95894,0.82716,0.59204,0.42211,1.21546,0.0056044,0.0056044,0.0056044
224,2762.43,0.7497,0.64837,1.32614,0.9081,0.90895,0.93132,0.79238,0.63141,0.52811,1.23756,0.0055846,0.0055846,0.0055846
225,2774.54,0.77237,0.64465,1.35213,0.91721,0.92576,0.94992,0.8088,0.61613,0.44502,1.23164,0.0055648,0.0055648,0.0055648
226,2786.83,0.76637,0.66913,1.3535,0.91844,0.91822,0.96045,0.82622,0.60271,0.43097,1.21651,0.005545,0.005545,0.005545
227,2798.93,0.76225,0.66251,1.34865,0.91327,0.90954,0.94672,0.80924,0.60724,0.45218,1.22836,0.0055252,0.0055252,0.0055252
228,2811.1,0.77467,0.65927,1.35494,0.9224,0.93813,0.96354,0.82534,0.61001,0.42651,1.20905,0.0055054,0.0055054,0.0055054
229,2823.23,0.75347,0.66541,1.33804,0.93914,0.92754,0.96184,0.82908,0.59874,0.41708,1.21346,0.0054856,0.0054856,0.0054856
230,2835.29,0.75197,0.66303,1.32935,0.90794,0.90003,0.94438,0.78892,0.6706,0.52947,1.26775,0.0054658,0.0054658,0.0054658
231,2847.37,0.74266,0.63418,1.32502,0.90051,0.88723,0.93417,0.80219,0.61783,0.52908,1.20349,0.005446,0.005446,0.005446
232,2859.45,0.78146,0.69203,1.35725,0.93355,0.93665,0.95515,0.80779,0.63078,0.438,1.23255,0.0054262,0.0054262,0.0054262
233,2871.57,0.76874,0.68252,1.34296,0.92507,0.92519,0.95316,0.81536,0.60653,0.44149,1.20094,0.0054064,0.0054064,0.0054064
234,2883.93,0.73121,0.64865,1.3094,0.92626,0.93679,0.96116,0.82619,0.60319,0.43566,1.20711,0.0053866,0.0053866,0.0053866
235,2896.16,0.7519,0.65794,1.32795,0.91205,0.95245,0.95013,0.81637,0.60659,0.45225,1.21308,0.0053668,0.0053668,0.0053668
236,2908.34,0.74093,0.65506,1.31948,0.87036,0.93203,0.94487,0.80759,0.60141,0.48921,1.21548,0.005347,0.005347,0.005347
237,2920.53,0.74138,0.63654,1.31877,0.93385,0.94643,0.9601,0.82488,0.59389,0.42021,1.19707,0.0053272,0.0053272,0.0053272
238,2932.74,0.74106,0.63717,1.32176,0.92658,0.93834,0.95258,0.82653,0.59368,0.44122,1.18789,0.0053074,0.0053074,0.0053074
239,2944.84,0.74985,0.65342,1.33111,0.93065,0.94063,0.95711,0.82532,0.59232,0.43796,1.19384,0.0052876,0.0052876,0.0052876
240,2957.02,0.75006,0.68302,1.33612,0.93784,0.91293,0.95,0.82034,0.5903,0.4607,1.18991,0.0052678,0.0052678,0.0052678
241,2969.27,0.76204,0.6628,1.33422,0.88252,0.91951,0.94431,0.81296,0.59525,0.49182,1.20212,0.005248,0.005248,0.005248
242,2981.74,0.73933,0.6442,1.31868,0.9172,0.93027,0.95923,0.82601,0.59202,0.43924,1.19408,0.0052282,0.0052282,0.0052282
243,2993.84,0.74919,0.65289,1.33259,0.93796,0.92011,0.95753,0.82817,0.58455,0.43757,1.18893,0.0052084,0.0052084,0.0052084
244,3006.06,0.74115,0.65006,1.32964,0.94004,0.93849,0.96151,0.83585,0.58605,0.39884,1.19185,0.0051886,0.0051886,0.0051886
245,3018.26,0.75309,0.65373,1.32644,0.91573,0.94673,0.9531,0.82252,0.58034,0.42571,1.18999,0.0051688,0.0051688,0.0051688
246,3030.43,0.74345,0.64124,1.32697,0.92624,0.93839,0.95594,0.81752,0.63366,0.44457,1.21609,0.005149,0.005149,0.005149
247,3042.62,0.72897,0.64558,1.31311,0.93477,0.93161,0.95379,0.82599,0.59348,0.42711,1.18641,0.0051292,0.0051292,0.0051292
248,3054.83,0.73607,0.6397,1.31696,0.93133,0.92882,0.95616,0.82885,0.5846,0.41723,1.18294,0.0051094,0.0051094,0.0051094
249,3067,0.73281,0.61192,1.3173,0.8792,0.90777,0.93622,0.81007,0.60592,0.53613,1.19719,0.0050896,0.0050896,0.0050896
250,3079.36,0.74306,0.6363,1.3291,0.94969,0.91376,0.95454,0.82415,0.58312,0.43587,1.18078,0.0050698,0.0050698,0.0050698
251,3091.52,0.75416,0.63514,1.33571,0.91182,0.93661,0.95531,0.81801,0.59028,0.44121,1.19652,0.00505,0.00505,0.00505
252,3103.66,0.75798,0.64253,1.33646,0.91809,0.94526,0.96245,0.82791,0.59238,0.41408,1.19662,0.0050302,0.0050302,0.0050302
253,3115.82,0.74126,0.65086,1.33032,0.93139,0.94463,0.96456,0.82969,0.59473,0.40342,1.19707,0.0050104,0.0050104,0.0050104
254,3127.99,0.74706,0.639,1.33223,0.93424,0.92226,0.96069,0.82493,0.60383,0.4213,1.21531,0.0049906,0.0049906,0.0049906
255,3140.14,0.7341,0.61596,1.31995,0.9487,0.92002,0.96392,0.82595,0.5987,0.4128,1.1983,0.0049708,0.0049708,0.0049708
256,3152.2,0.74982,0.63621,1.33244,0.9265,0.92357,0.95713,0.81154,0.61947,0.44321,1.20412,0.004951,0.004951,0.004951
257,3164.47,0.73674,0.64031,1.30647,0.93127,0.93913,0.96112,0.82801,0.58782,0.41564,1.18596,0.0049312,0.0049312,0.0049312
258,3176.56,0.74771,0.6413,1.33142,0.91869,0.92939,0.95699,0.82395,0.59415,0.43338,1.20303,0.0049114,0.0049114,0.0049114
259,3188.67,0.72372,0.60834,1.30829,0.90937,0.93047,0.95259,0.81802,0.60365,0.46328,1.20835,0.0048916,0.0048916,0.0048916
260,3200.82,0.73358,0.6301,1.31593,0.92046,0.94096,0.95288,0.82126,0.59041,0.43933,1.18646,0.0048718,0.0048718,0.0048718
261,3212.89,0.72196,0.62014,1.30028,0.90637,0.94586,0.95195,0.82061,0.59618,0.44395,1.19803,0.004852,0.004852,0.004852
262,3225.02,0.73591,0.64958,1.31208,0.94581,0.92875,0.95708,0.82681,0.58858,0.43643,1.20005,0.0048322,0.0048322,0.0048322
263,3237.17,0.73142,0.62272,1.31394,0.92168,0.93265,0.95254,0.82338,0.59599,0.44667,1.19713,0.0048124,0.0048124,0.0048124
264,3249.29,0.71177,0.60875,1.29185,0.91757,0.9383,0.95701,0.82756,0.5875,0.42599,1.19371,0.0047926,0.0047926,0.0047926
265,3261.35,0.74574,0.64243,1.33464,0.91995,0.92203,0.9485,0.81997,0.58773,0.45094,1.19406,0.0047728,0.0047728,0.0047728
266,3273.49,0.72726,0.62669,1.30703,0.91043,0.95192,0.95406,0.82561,0.58568,0.42962,1.1873,0.004753,0.004753,0.004753
267,3285.79,0.74089,0.63465,1.32437,0.90594,0.94908,0.95325,0.82611,0.60036,0.45768,1.18458,0.0047332,0.0047332,0.0047332
268,3297.83,0.74236,0.63557,1.325,0.92316,0.94508,0.95691,0.82641,0.6015,0.44007,1.19487,0.0047134,0.0047134,0.0047134
269,3310.02,0.7043,0.59364,1.28729,0.9341,0.93474,0.96346,0.83237,0.58756,0.41878,1.19486,0.0046936,0.0046936,0.0046936
270,3322.05,0.73352,0.62695,1.31509,0.93398,0.92592,0.96656,0.83612,0.6022,0.4089,1.19893,0.0046738,0.0046738,0.0046738
271,3334.19,0.73222,0.62063,1.31586,0.92239,0.92121,0.95864,0.8309,0.60425,0.44114,1.2001,0.004654,0.004654,0.004654
272,3346.27,0.70913,0.59845,1.29089,0.91533,0.92443,0.95133,0.8269,0.59188,0.46384,1.18882,0.0046342,0.0046342,0.0046342
273,3358.48,0.72261,0.61222,1.31139,0.90652,0.91646,0.94591,0.81689,0.58702,0.44879,1.1787,0.0046144,0.0046144,0.0046144
274,3370.8,0.71485,0.61439,1.29843,0.89745,0.92393,0.9546,0.8293,0.5938,0.46188,1.18255,0.0045946,0.0045946,0.0045946
275,3382.91,0.70577,0.60216,1.28466,0.89517,0.94784,0.95848,0.82847,0.5974,0.45624,1.19155,0.0045748,0.0045748,0.0045748
276,3394.96,0.72678,0.61371,1.30123,0.9363,0.93025,0.95965,0.83246,0.59242,0.41222,1.19057,0.004555,0.004555,0.004555
277,3407.14,0.72526,0.60775,1.29801,0.92893,0.94062,0.95874,0.82864,0.59505,0.42066,1.19457,0.0045352,0.0045352,0.0045352
278,3419.24,0.72337,0.59774,1.30073,0.90628,0.94182,0.95367,0.82534,0.58729,0.42758,1.19198,0.0045154,0.0045154,0.0045154
279,3431.42,0.70778,0.59552,1.28952,0.90389,0.94894,0.95276,0.82451,0.60561,0.43357,1.21224,0.0044956,0.0044956,0.0044956
280,3443.5,0.73192,0.61184,1.30935,0.90155,0.88868,0.92317,0.76662,0.68834,0.5855,1.26121,0.0044758,0.0044758,0.0044758
281,3455.59,0.7162,0.60127,1.29701,0.92578,0.94851,0.95582,0.82613,0.60307,0.41979,1.1999,0.004456,0.004456,0.004456
282,3467.91,0.72601,0.61097,1.30288,0.92884,0.94155,0.96237,0.83212,0.58879,0.41542,1.19434,0.0044362,0.0044362,0.0044362
283,3479.93,0.70626,0.59087,1.29177,0.91948,0.95076,0.96193,0.8333,0.58777,0.41503,1.19629,0.0044164,0.0044164,0.0044164
284,3491.99,0.72122,0.60651,1.30318,0.93355,0.94731,0.9599,0.83459,0.596,0.41258,1.20235,0.0043966,0.0043966,0.0043966
285,3504.1,0.70663,0.59999,1.28601,0.93918,0.94085,0.96192,0.83753,0.59682,0.4123,1.21523,0.0043768,0.0043768,0.0043768
286,3516.2,0.7122,0.60757,1.29751,0.91734,0.94294,0.9559,0.82875,0.58436,0.42784,1.198,0.004357,0.004357,0.004357
287,3528.26,0.71612,0.61857,1.29596,0.92674,0.95349,0.9523,0.82933,0.58229,0.42126,1.19834,0.0043372,0.0043372,0.0043372
288,3540.32,0.70718,0.61523,1.29147,0.94603,0.92747,0.94489,0.82529,0.57622,0.43158,1.18624,0.0043174,0.0043174,0.0043174
289,3552.38,0.70959,0.61423,1.29435,0.94387,0.93978,0.94976,0.82735,0.58061,0.41724,1.18641,0.0042976,0.0042976,0.0042976
290,3564.73,0.70846,0.60255,1.28629,0.93587,0.92351,0.94964,0.8231,0.58551,0.42797,1.1763,0.0042778,0.0042778,0.0042778
291,3576.83,0.69579,0.60277,1.27323,0.92092,0.92358,0.9472,0.82443,0.58179,0.44318,1.17819,0.004258,0.004258,0.004258
292,3589.05,0.69519,0.60138,1.27823,0.93919,0.93732,0.95958,0.83387,0.57778,0.40073,1.18343,0.0042382,0.0042382,0.0042382
293,3601.22,0.70397,0.60426,1.28444,0.93421,0.9388,0.96149,0.83692,0.58206,0.39414,1.18843,0.0042184,0.0042184,0.0042184
294,3613.39,0.71355,0.62671,1.30025,0.92104,0.93199,0.96208,0.82893,0.61109,0.42211,1.20515,0.0041986,0.0041986,0.0041986
295,3625.53,0.71187,0.58846,1.2872,0.92923,0.95286,0.96377,0.83337,0.58858,0.39334,1.19051,0.0041788,0.0041788,0.0041788
296,3637.71,0.69875,0.59265,1.27933,0.92396,0.96531,0.96294,0.83114,0.58778,0.38855,1.19735,0.004159,0.004159,0.004159
297,3649.92,0.71323,0.61031,1.29162,0.93341,0.96069,0.96571,0.83496,0.58832,0.37715,1.1911,0.0041392,0.0041392,0.0041392
298,3662.34,0.68829,0.59159,1.27442,0.92918,0.95539,0.96315,0.83487,0.58374,0.38572,1.18774,0.0041194,0.0041194,0.0041194
299,3674.52,0.7034,0.58194,1.28833,0.94252,0.93921,0.96385,0.83819,0.58019,0.38636,1.18571,0.0040996,0.0040996,0.0040996
300,3686.7,0.70075,0.59984,1.28208,0.93234,0.94639,0.96104,0.8384,0.57849,0.40392,1.18315,0.0040798,0.0040798,0.0040798
301,3698.85,0.71639,0.60282,1.29688,0.93776,0.93999,0.96178,0.84023,0.58133,0.41488,1.18482,0.00406,0.00406,0.00406
302,3711.05,0.69659,0.57004,1.28293,0.91617,0.93017,0.9555,0.83052,0.57827,0.44159,1.18025,0.0040402,0.0040402,0.0040402
303,3723.19,0.69533,0.5951,1.2777,0.92481,0.94416,0.95954,0.8326,0.5923,0.42114,1.19764,0.0040204,0.0040204,0.0040204
304,3735.37,0.70717,0.59368,1.29022,0.92564,0.9452,0.96184,0.83536,0.58595,0.40909,1.19237,0.0040006,0.0040006,0.0040006
305,3747.7,0.66675,0.57206,1.25833,0.94048,0.93273,0.96021,0.82968,0.58815,0.41829,1.19828,0.0039808,0.0039808,0.0039808
306,3759.88,0.69748,0.57643,1.2845,0.93477,0.95341,0.96704,0.82819,0.6076,0.39253,1.21144,0.003961,0.003961,0.003961
307,3771.99,0.70191,0.59987,1.2909,0.93694,0.94273,0.96193,0.83585,0.57719,0.3922,1.18786,0.0039412,0.0039412,0.0039412
308,3784.12,0.70656,0.59522,1.28675,0.93729,0.94972,0.96389,0.83745,0.56966,0.38382,1.17142,0.0039214,0.0039214,0.0039214
309,3796.21,0.70383,0.58754,1.28161,0.93645,0.94271,0.95957,0.83115,0.57281,0.39386,1.18383,0.0039016,0.0039016,0.0039016
310,3808.32,0.7025,0.59306,1.28043,0.90536,0.96362,0.95744,0.83195,0.57757,0.39176,1.18613,0.0038818,0.0038818,0.0038818
311,3820.39,0.69203,0.58915,1.284,0.92726,0.9393,0.95466,0.83123,0.58507,0.42162,1.19017,0.003862,0.003862,0.003862
312,3832.46,0.70097,0.58747,1.28324,0.94112,0.93749,0.96326,0.84548,0.58273,0.39786,1.18416,0.0038422,0.0038422,0.0038422
313,3844.61,0.70364,0.60059,1.2796,0.94825,0.93363,0.96639,0.84575,0.57807,0.39499,1.17718,0.0038224,0.0038224,0.0038224
314,3856.69,0.70347,0.59587,1.28153,0.94135,0.95067,0.96246,0.84007,0.58176,0.39506,1.18808,0.0038026,0.0038026,0.0038026
315,3868.95,0.702,0.58124,1.28047,0.95215,0.9384,0.96483,0.83901,0.59017,0.39063,1.19964,0.0037828,0.0037828,0.0037828
316,3881,0.6859,0.57268,1.27029,0.94367,0.94869,0.96431,0.83863,0.5865,0.38298,1.19994,0.003763,0.003763,0.003763
317,3893.15,0.68791,0.57465,1.27192,0.94675,0.94911,0.96481,0.84048,0.58712,0.38868,1.19831,0.0037432,0.0037432,0.0037432
318,3905.27,0.69679,0.59531,1.27898,0.94367,0.94672,0.96545,0.84196,0.58503,0.38339,1.19121,0.0037234,0.0037234,0.0037234
319,3917.31,0.68742,0.58641,1.26603,0.92613,0.94129,0.96257,0.83909,0.58513,0.40175,1.18967,0.0037036,0.0037036,0.0037036
320,3929.41,0.66921,0.56064,1.26259,0.93791,0.93708,0.96011,0.83554,0.58629,0.40528,1.19656,0.0036838,0.0036838,0.0036838
321,3941.62,0.67865,0.58353,1.2659,0.92128,0.95246,0.95464,0.83551,0.5809,0.41184,1.18401,0.003664,0.003664,0.003664
322,3953.72,0.69675,0.56897,1.27609,0.94491,0.94302,0.95712,0.83217,0.58022,0.40473,1.17993,0.0036442,0.0036442,0.0036442
323,3966.03,0.68062,0.56856,1.2625,0.93861,0.9436,0.95799,0.83496,0.577,0.40522,1.17554,0.0036244,0.0036244,0.0036244
324,3978.16,0.68781,0.57173,1.27224,0.92877,0.94065,0.95516,0.83314,0.57888,0.41394,1.18093,0.0036046,0.0036046,0.0036046
325,3990.26,0.68688,0.57658,1.26724,0.92259,0.93388,0.95311,0.83116,0.58677,0.42383,1.18081,0.0035848,0.0035848,0.0035848
326,4002.31,0.66125,0.55005,1.24526,0.91774,0.93744,0.95595,0.83477,0.58111,0.41202,1.17736,0.003565,0.003565,0.003565
327,4014.45,0.68028,0.56979,1.2643,0.93526,0.9221,0.95564,0.83515,0.58717,0.42598,1.18323,0.0035452,0.0035452,0.0035452
328,4026.58,0.68404,0.56842,1.26584,0.91827,0.94201,0.95745,0.83433,0.59226,0.42283,1.18428,0.0035254,0.0035254,0.0035254
329,4038.67,0.67399,0.56382,1.25809,0.92227,0.93959,0.95167,0.82725,0.59279,0.42668,1.18776,0.0035056,0.0035056,0.0035056
330,4051.03,0.68992,0.58162,1.26974,0.92404,0.9284,0.95145,0.82785,0.58869,0.42653,1.18578,0.0034858,0.0034858,0.0034858
331,4063.12,0.67783,0.5551,1.2657,0.92331,0.93571,0.95186,0.82956,0.57842,0.41105,1.17611,0.003466,0.003466,0.003466
332,4075.32,0.67897,0.55455,1.25832,0.89792,0.96101,0.95296,0.83,0.57441,0.4118,1.17464,0.0034462,0.0034462,0.0034462
333,4087.42,0.673,0.56108,1.25911,0.90968,0.94798,0.95034,0.82849,0.57463,0.42151,1.17766,0.0034264,0.0034264,0.0034264
334,4099.48,0.68773,0.57981,1.27301,0.93269,0.92885,0.95317,0.83042,0.57822,0.42114,1.17848,0.0034066,0.0034066,0.0034066
335,4111.61,0.69095,0.564,1.27372,0.92922,0.93073,0.94932,0.82419,0.58206,0.42525,1.18124,0.0033868,0.0033868,0.0033868
336,4123.7,0.6744,0.56604,1.25611,0.9168,0.92927,0.9476,0.82412,0.57686,0.43344,1.17969,0.003367,0.003367,0.003367
337,4135.78,0.68777,0.56644,1.27002,0.90518,0.94881,0.94807,0.8253,0.57348,0.42897,1.17733,0.0033472,0.0033472,0.0033472
338,4148.06,0.66941,0.56399,1.25074,0.91966,0.94838,0.95183,0.83053,0.5717,0.41287,1.17716,0.0033274,0.0033274,0.0033274
339,4160.16,0.69709,0.57175,1.27813,0.9316,0.93942,0.9574,0.83173,0.57682,0.41235,1.17617,0.0033076,0.0033076,0.0033076
340,4172.31,0.67482,0.55664,1.25565,0.91744,0.9385,0.95724,0.8371,0.58367,0.43006,1.18535,0.0032878,0.0032878,0.0032878
341,4184.46,0.65887,0.53952,1.24742,0.93233,0.93712,0.96006,0.84116,0.57561,0.40926,1.18237,0.003268,0.003268,0.003268
342,4196.5,0.66905,0.55933,1.26513,0.9109,0.95068,0.96093,0.83879,0.57496,0.40625,1.18321,0.0032482,0.0032482,0.0032482
343,4208.64,0.67548,0.564,1.25833,0.91185,0.94898,0.95833,0.83965,0.57687,0.4067,1.18523,0.0032284,0.0032284,0.0032284
344,4220.7,0.65422,0.54233,1.24276,0.93204,0.93703,0.9572,0.83475,0.58148,0.40564,1.1905,0.0032086,0.0032086,0.0032086
345,4232.81,0.69261,0.56293,1.27574,0.92859,0.9396,0.95987,0.83896,0.58697,0.4067,1.19468,0.0031888,0.0031888,0.0031888
346,4244.94,0.65862,0.56749,1.25236,0.93502,0.93539,0.96195,0.84257,0.58501,0.39876,1.19579,0.003169,0.003169,0.003169
347,4257.37,0.65618,0.5416,1.24625,0.91188,0.94168,0.96193,0.83917,0.5854,0.41226,1.19506,0.0031492,0.0031492,0.0031492
348,4269.52,0.68188,0.55422,1.26241,0.93406,0.93125,0.96399,0.83916,0.58615,0.40663,1.19561,0.0031294,0.0031294,0.0031294
349,4281.72,0.66414,0.55645,1.25149,0.9406,0.92831,0.96271,0.83752,0.58762,0.40575,1.20011,0.0031096,0.0031096,0.0031096
350,4293.81,0.65528,0.53416,1.24675,0.9412,0.93749,0.96189,0.84197,0.58215,0.40162,1.1998,0.0030898,0.0030898,0.0030898
351,4306,0.66546,0.5473,1.2495,0.94383,0.94377,0.96354,0.84292,0.58727,0.39855,1.20262,0.00307,0.00307,0.00307
352,4318.12,0.65693,0.5552,1.24151,0.94594,0.94285,0.96213,0.84192,0.58581,0.40529,1.18946,0.0030502,0.0030502,0.0030502
353,4330.31,0.65854,0.55093,1.24519,0.93892,0.95185,0.96159,0.84155,0.57981,0.39827,1.18262,0.0030304,0.0030304,0.0030304
354,4342.6,0.66595,0.55305,1.25141,0.94254,0.9548,0.96206,0.84009,0.57886,0.39381,1.18254,0.0030106,0.0030106,0.0030106
355,4355,0.67084,0.57661,1.25147,0.93132,0.94393,0.96038,0.83915,0.57772,0.4123,1.18081,0.0029908,0.0029908,0.0029908
356,4367.19,0.67813,0.56127,1.26077,0.91388,0.95339,0.95718,0.83633,0.577,0.41619,1.18371,0.002971,0.002971,0.002971
357,4379.39,0.66321,0.55368,1.25068,0.9227,0.94865,0.95674,0.83254,0.57856,0.4047,1.18621,0.0029512,0.0029512,0.0029512
358,4391.62,0.6543,0.54672,1.24272,0.92473,0.94366,0.95698,0.83416,0.58207,0.40848,1.19404,0.0029314,0.0029314,0.0029314
359,4403.82,0.64684,0.53763,1.24464,0.93411,0.9423,0.95492,0.83237,0.58226,0.40803,1.19793,0.0029116,0.0029116,0.0029116
360,4415.94,0.65375,0.55075,1.24306,0.93855,0.93272,0.95446,0.8323,0.58313,0.41237,1.1928,0.0028918,0.0028918,0.0028918
361,4428.01,0.65382,0.52901,1.23999,0.91055,0.95073,0.95572,0.83173,0.58578,0.4212,1.19129,0.002872,0.002872,0.002872
362,4440.28,0.65299,0.51945,1.24225,0.93314,0.92875,0.95643,0.83307,0.58546,0.4184,1.19281,0.0028522,0.0028522,0.0028522
363,4452.46,0.6552,0.54185,1.23975,0.93834,0.93319,0.95665,0.83534,0.57712,0.41121,1.18826,0.0028324,0.0028324,0.0028324
